200,ISIC,1,ISIC_0024323.jpg,11.41,94.92,14.6,19.56,25.99,11.16,53.82,1164.0,0.02,0.54,1.86,1.36,187.0,1.26,4.0,1.0,3.0,9.11,58.02,422.0,431.16,4.22,0,0,1.02,0.02
201,ISIC,1,ISIC_0024333.jpg,3.7,91.33,8.28,8.41,13.41,8.38,57.58,1201.0,0.02,0.58,1.74,1.32,184.0,1.24,3.0,2.0,3.0,9.22,59.79,392.0,440.17,5.92,0,0,1.14,0.04
202,ISIC,1,ISIC_0024351.jpg,2.82,95.6,6.09,9.3,17.84,9.47,70.04,1214.0,0.01,0.71,1.43,1.19,193.0,1.23,2.0,1.0,4.0,9.78,63.73,448.0,445.5,5.11,0,0,0.86,0.0
203,ISIC,1,ISIC_0024410.jpg,2.74,92.22,8.56,9.65,36.36,8.93,77.59,609.0,0.02,0.78,1.29,1.14,95.0,2.18,4.0,2.0,3.0,10.31,70.19,256.0,220.35,1.68,1,0,0.93,0.0
204,ISIC,1,ISIC_0024459.jpg,4.43,98.26,7.89,15.98,18.98,11.77,67.65,1364.0,0.01,0.68,1.48,1.22,214.0,1.11,3.0,3.0,4.0,9.85,65.35,488.0,500.36,7.76,0,1,2.03,20.92
205,ISIC,1,ISIC_0024482.jpg,7.55,91.49,11.63,23.81,26.19,100.0,56.64,1334.0,0.01,0.57,1.77,1.33,190.0,1.14,4.0,2.0,3.0,10.03,65.61,438.0,487.65,5.54,1,0,1.03,0.01
206,ISIC,1,ISIC_0024516.jpg,2.14,95.23,4.66,7.31,19.84,7.18,71.01,1072.0,0.01,0.71,1.41,1.19,158.0,1.36,3.0,2.0,3.0,9.29,59.03,418.0,396.34,6.42,0,0,1.06,0.0
207,ISIC,1,ISIC_0024537.jpg,5.98,92.3,9.11,13.29,13.53,13.08,58.75,1008.0,0.02,0.59,1.7,1.3,150.0,1.44,6.0,2.0,3.0,9.59,61.32,332.0,367.53,3.19,1,0,0.83,0.0
208,ISIC,1,ISIC_0024546.jpg,7.69,92.33,8.61,23.14,32.07,19.27,57.2,1172.0,0.02,0.58,1.75,1.32,203.0,1.28,3.0,1.0,4.0,9.23,56.11,392.0,423.16,4.19,1,0,0.37,0.0
209,ISIC,1,ISIC_0024552.jpg,4.29,98.36,10.6,13.72,16.76,11.88,54.53,1373.0,0.01,0.55,1.83,1.35,198.0,1.12,4.0,3.0,4.0,9.84,62.42,440.0,497.56,5.85,0,0,1.34,0.0
210,ISIC,1,ISIC_0024630.jpg,3.8,93.41,8.9,10.85,15.65,10.72,56.67,1219.0,0.02,0.57,1.76,1.33,189.0,1.22,2.0,2.0,5.0,9.71,63.96,394.0,446.16,5.97,0,0,2.1,0.01
211,ISIC,1,ISIC_0024640.jpg,2.4,92.37,20.34,15.89,26.25,15.53,71.6,1403.0,0.01,0.72,1.4,1.18,203.0,1.08,2.0,4.0,3.0,9.51,57.24,530.0,520.82,7.8,1,0,1.42,1.79
212,ISIC,1,ISIC_0024688.jpg,6.44,96.26,10.52,17.97,25.37,17.94,71.46,964.0,0.02,0.72,1.4,1.18,168.0,1.49,3.0,2.0,5.0,9.94,64.94,378.0,353.53,2.9,1,0,0.81,0.01
213,ISIC,1,ISIC_0024701.jpg,9.43,88.32,11.93,21.54,22.59,21.24,33.16,1525.0,0.02,0.33,3.02,1.74,226.0,1.02,2.0,2.0,5.0,10.1,67.56,444.0,552.53,8.33,1,0,1.03,0.02
214,ISIC,1,ISIC_0024729.jpg,10.19,86.49,9.59,21.22,18.76,17.65,64.03,712.0,0.02,0.65,1.56,1.25,111.0,1.93,4.0,3.0,2.0,10.63,66.32,252.0,256.96,2.23,1,1,1.63,3.67
215,ISIC,1,ISIC_0024732.jpg,6.37,86.2,14.88,25.38,34.68,15.62,74.49,931.0,0.02,0.75,1.34,1.16,145.0,1.54,4.0,2.0,5.0,10.25,68.89,364.0,337.35,3.27,1,0,1.26,3.3
